,predict data,true data
906,3993.32,3885.21
907,3976.696,3936.5
908,3981.5457,4015.95
909,4017.0432,3994.92
910,4081.652,3998.77
911,4119.454,4029.11
912,4134.807,4056.4
913,4153.422,3992.34
914,4141.0034,3999.06
915,4116.104,4011.92
916,4102.8403,3994.11
917,4103.026,3935.89
918,4073.7048,3947.74
919,4046.326,4048.51
920,4060.9048,4037.37
921,4100.9126,4115.55
922,4145.255,4114.44
923,4201.0796,4114.16
924,4243.823,4152.53
925,4266.9956,4882.88
926,4453.019,4959.81
927,4755.1963,4911.24
928,5042.725,5028.77
929,5207.9307,5053.52
930,5295.8022,5189.39
931,5301.013,5268.71
932,5280.839,5175.81
933,5231.9287,5310.18
934,5417.1406,5035.02
935,5388.043,5072.85
936,5279.419,5064.62
937,5203.1807,5152.51
938,5160.48,5036.18
939,5161.553,5196.65
940,5213.6553,5220.37
941,5268.559,5276.31
942,5385.2266,5277.04
943,5402.397,5309.28
944,5446.6445,5281.83
945,5454.4893,5377.19
946,5487.799,5518.16
947,5509.4517,5434.19
948,5584.0503,5195.61
949,5548.986,5292.83
950,5487.5215,5280.19
951,5416.622,5301.29
952,5379.2207,5260.65
953,5348.709,5269.79
954,5362.842,5326.67
955,5425.6323,5390.16
956,5479.3926,5657.14
957,5553.695,5771.08
958,5741.6445,5717.66
959,5885.5947,5684.47
960,5958.692,5755.72
961,5958.034,5936.72
962,5975.843,6146.91
963,6067.827,6348.02
964,6234.636,7248.31
965,6700.8306,6978.63
966,7132.157,7823.11
967,7562.6104,7992.69
968,7933.923,8206.9
969,8231.502,7885.96
970,8340.623,7362.22
971,8144.9277,7265.05
972,7756.913,8193.7
973,7802.656,8007.03
974,7746.5225,7952.5
975,8024.78,7625.93
976,8119.066,7880.29
977,8200.72,8003.26
978,8188.714,8071.45
979,8096.436,8744.42
980,8248.14,8770.06
981,8782.354,8719.88
982,9056.684,8662.98
983,9169.519,8272.46
984,8934.123,8553.81
985,8786.988,8554.8
986,8654.319,8739.03
987,8621.318,8134.92
988,8665.688,7675.8
989,8430.297,7786.04
990,8128.1064,7803.23
991,7895.8496,7998.29
992,7767.9253,7931.34
993,7873.3823,7640.61
994,7946.585,8020.38
995,8120.002,7917.58
