,confidence,true data
0,0.18636855629291768,610.92
1,0.21546703008184862,608.82
2,0.17717942505269202,610.38
3,0.2062277960577288,609.11
4,0.21650149996731766,607.04
5,0.1447097768550269,611.58
6,0.20609616933267527,610.19
7,0.21058197589183558,608.66
8,0.3027644367736834,598.88
9,0.2150833252207866,597.42
10,0.23136156124479174,594.08
11,0.08670684508407396,603.88
12,0.21230228083301966,601.74
13,0.22496835763272932,598.98
14,0.11778643262840756,605.96
15,0.1930176388739932,605.67
16,0.21335147350941122,603.85
17,0.13346920001745452,609.39
18,0.13170491002753854,614.82
19,0.21051873419435102,612.98
20,0.20637631927002484,611.85
21,0.21807508774268247,609.62
22,0.22106978095971214,607.18
23,0.1410194539787487,612.08
24,0.13545350745973764,617.21
25,0.2174277964871102,614.74
26,0.1845426634444796,615.65
27,0.17227678794854456,617.54
28,0.22219293897523373,614.77
29,-0.01797021476616831,635.01
30,0.175596772891292,635.96
31,0.21303642059718667,634.02
32,0.1531209052526294,637.94
33,0.15518288936298774,641.42
34,0.21702160631772385,638.97
35,0.22242236220262326,636.29
36,0.2690622706855184,629.25
37,0.21312900492503117,627.72
38,0.14958401113342426,631.92
39,-0.048107875499938564,655.48
40,0.207504273194749,653.25
41,0.21324210011825248,651.39
42,0.15414842441068646,655.31
43,0.23078601179607333,651.45
44,-0.10576761389832134,682.22
45,0.1311892171133376,687.68
46,0.20796449072654674,685.91
47,0.07847190124936232,698.0
48,0.1505335053804481,702.0
49,0.2390830422487203,697.01
50,-0.13492359713047752,733.33
51,0.6381427911814119,686.17
52,0.24855647165822606,683.69
53,-0.00532394637218777,704.79
54,0.11864923436468572,712.0
55,0.20931301272662622,709.96
56,0.20333309870017455,708.97
57,0.08298796103144465,720.93
58,0.18332430499450209,721.5
59,0.24920701800217343,715.45
60,0.3072030875902718,703.71
61,0.21249690003063532,702.28
62,0.15432330999731625,706.46
63,0.14968298330657714,710.91
64,0.18358749579130118,711.73
65,-0.03531515804117636,736.96
66,0.09146661822002283,747.52
67,0.17620287736561455,748.98
68,0.37452463418550647,729.06
69,0.11737187668863865,738.53
70,0.20357568713481417,736.97
71,0.1519008212840397,741.63
72,0.22898627391282886,737.45
73,0.211358109973623,735.64
74,0.21179325012072547,733.67
75,0.24624888823198562,727.96
76,0.20164832663816779,727.31
77,0.144284567646415,732.71
78,0.10151383618984271,742.69
79,0.19508090374997933,742.05
80,-0.06871460770293411,772.43
81,0.25463465464896196,764.33
82,0.2085470219147528,762.97
83,0.26734028941441695,754.63
84,0.17925906483271803,756.62
85,0.17151607940115646,758.99
86,0.09932582086924761,769.72
87,0.1866309323007938,770.02
88,0.20113601311007082,769.08
89,0.12556767432394947,777.0
90,0.19018482318664437,777.0
91,0.18464275210874118,777.99
92,0.21937462638149935,774.89
93,0.17843405728840656,776.75
94,0.19985379213883042,775.88
95,0.08513999603867037,788.7
96,0.19118754832394494,788.4
97,0.19095420630735643,788.67
98,0.15587725279284534,793.09
99,-0.05992282524955408,824.21
100,0.09921520517454112,834.97
101,-0.30001980585163435,901.31
102,0.25476972156656547,891.61
103,0.1893522962848449,892.6
104,0.15765855842866547,897.33
105,-0.044903317927659,930.37
106,0.18515668632051072,930.34
107,-0.03539603145742261,963.38
108,0.26332544353083276,952.15
109,0.15548106865488995,958.12
110,-0.07295298099035652,997.72
111,0.06535069568394837,1015.97
112,0.20497661608556042,1013.42
113,-0.47659427408673616,1126.76
114,1.059918964241051,994.67
115,0.2344077850896238,999.65
116,0.954976823587207,896.83
117,0.1698719092275616,908.14
118,0.17242421616749098,910.49
119,0.22496607342419508,906.05
120,1.220796073361842,785.22
121,0.3235525509249736,780.92
122,-0.17128020508815875,826.29
123,0.2507691801837879,817.91
124,0.18316952298617117,819.55
125,0.10467363671218628,830.5
126,-0.3502038159942137,903.84
127,0.16344153668074135,906.6
128,0.2724997537415721,895.798875
129,0.2134436887011168,893.6210875
130,0.17886217470540225,895.64
131,0.025916082610432798,918.603625
132,0.16176658323033163,922.0736125
133,0.20720195515472165,919.97
134,0.3947959949265932,893.045625
135,0.03695151429707586,915.95625
136,0.19332594958629562,915.05
137,0.15531628359607383,920.31225
138,0.22324032482817593,915.933
139,0.22201477979748446,912.19
140,-0.16852784294929057,964.706075
141,0.0818117799287484,979.703875
142,0.16376161040617215,983.42
143,-0.002654503113063404,1013.0269999999999
144,0.07029710739863418,1030.999413
145,0.1686482500122089,1034.07
146,0.2576234687556252,1024.01375
147,0.030540040313715475,1050.11
148,0.16956899341790888,1052.84
149,0.7159544548221137,976.1030000000001
150,0.07461201356796715,999.1035
151,0.1972283432517883,997.59
